URL: 
Timestamp: Thu Mar 14 2024 17:22:23 GMT+0000 (Greenwich Mean Time)
::1 - - [21/Mar/2024:12:21:29 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:12:21:29 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:8080/movies" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:12:23:03 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:12:23:46 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:12:24:09 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:12:25:25 +0000] "GET /documentation HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:12:25:32 +0000] "GET /documentation.html HTTP/1.1" 200 4158 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:12:25:42 +0000] "GET /documentation HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:12:25:47 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:12:36:42 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:12:48:52 +0000] "GET / HTTP/1.1" 200 36 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:12:48:59 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:8080/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:12:49:05 +0000] "GET /movies HTTP/1.1" 200 644 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:13:03:04 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:13:04:10 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:13:07:48 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:13:09:25 +0000] "GET /movies HTTP/1.1" 200 593 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:13:13:45 +0000] "GET /documentation.html HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:13:16:15 +0000] "GET /documentation HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:13:16:17 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:17:42:21 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:12:22 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:12:29 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:17:10 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:17:19 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:17:25 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:20:10 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:25:49 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:25:56 +0000] "GET /movies HTTP/1.1" 200 5600 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:25:56 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:8080/movies" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:33:11 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:33:27 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:33:33 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:33:46 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:36:31 +0000] "GET /movies HTTP/1.1" 200 5922 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:40:15 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:40:26 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:40:32 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:55:23 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:22:57:59 +0000] "GET /movies HTTP/1.1" 200 7138 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [21/Mar/2024:23:12:12 +0000] "GET /movies HTTP/1.1" 200 7138 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:08:59:05 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [22/Mar/2024:08:59:08 +0000] "GET /documentation.html HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [22/Mar/2024:11:13:38 +0000] "GET /movies/Basquiat HTTP/1.1" 404 154 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:13:53 +0000] "GET /movies/basquiat HTTP/1.1" 404 154 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:15:54 +0000] "GET /movies/Basquiat HTTP/1.1" 404 154 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:17:17 +0000] "GET /movies/Basquiat HTTP/1.1" 404 154 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:26:43 +0000] "GET /movies/Basquiat HTTP/1.1" 500 16 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:27:39 +0000] "GET /movies/:Basquiat HTTP/1.1" 500 16 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:31:31 +0000] "GET /movies/Tsotsi HTTP/1.1" 200 678 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:32:09 +0000] "GET /movies/Big%20Eyes HTTP/1.1" 200 788 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:32:29 +0000] "GET /movies/Basquiat HTTP/1.1" 200 767 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:32:57 +0000] "GET /movies HTTP/1.1" 200 7138 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:33:14 +0000] "GET /movies/Tsotsi HTTP/1.1" 200 678 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:33:29 +0000] "GET /movies/Tsotsi HTTP/1.1" 200 678 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:56:28 +0000] "GET /movies/Drama HTTP/1.1" 400 13 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:11:59:07 +0000] "GET /movies/Drama HTTP/1.1" 400 13 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:12:01:06 +0000] "GET /movies/genre/Drama HTTP/1.1" 200 134 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:12:01:49 +0000] "GET /movies/genre/Biographical HTTP/1.1" 500 16 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:12:02:03 +0000] "GET /movies/genre/Animation HTTP/1.1" 200 143 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:12:02:17 +0000] "GET /movies/genre/Biography HTTP/1.1" 200 148 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:12:02:54 +0000] "GET /movies/genre/Animation HTTP/1.1" 200 143 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:12:10:02 +0000] "GET /movies/director/Fernando%20Meirelles HTTP/1.1" 500 16 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:12:10:23 +0000] "GET /movies/director/Tim%20Burton HTTP/1.1" 200 221 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:12:10:31 +0000] "GET /movies/director/Tim HTTP/1.1" 500 16 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:12:11:20 +0000] "GET /movies/director/Gavin%20Hood HTTP/1.1" 200 202 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:12:30:05 +0000] "POST /users HTTP/1.1" 201 86 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:12:30:38 +0000] "GET /users HTTP/1.1" 404 144 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:12:31:28 +0000] "POST /users HTTP/1.1" 201 86 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:13:08:03 +0000] "PUT /users/1 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:14:29:57 +0000] "POST /users/1/Hokusai HTTP/1.1" 200 52 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:14:36:55 +0000] "POST /users/2/Rang%20Rasiya%20(Colours%20of%20Passion) HTTP/1.1" 200 65 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:14:55:25 +0000] "DELETE /users/2/Rang%20Rasiya%20(Colours%20of%20Passion) HTTP/1.1" 200 69 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:15:12:17 +0000] "DELETE /users/1 HTTP/1.1" 200 27 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:15:13:22 +0000] "DELETE /users/1 HTTP/1.1" 200 30 "-" "PostmanRuntime/7.37.0"
::1 - - [22/Mar/2024:23:34:04 +0000] "GET /documentation.html HTTP/1.1" 200 5284 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [22/Mar/2024:23:45:14 +0000] "GET /documentation.html HTTP/1.1" 200 6559 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:22:47:33 +0000] "GET /documentation.html HTTP/1.1" 200 8814 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:22:49:45 +0000] "GET /documentation.html HTTP/1.1" 200 8749 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:23:34:15 +0000] "GET /documentation.html HTTP/1.1" 200 8754 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:23:39:38 +0000] "GET /documentation HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:23:39:41 +0000] "GET /movies HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:23:40:51 +0000] "GET /movies/Tsotsi%22 HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:23:41:03 +0000] "GET /movies/:Tsotsi%22 HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:23:41:19 +0000] "GET /movies/:Tsotsi HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::1 - - [24/Mar/2024:23:41:29 +0000] "GET /movies/Tsotsi HTTP/1.1" 200 678 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
